#,Lyrics,Title,Artist,Type,Conditional Lyric Entropy,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Acoustic Deviation (Antagonistic),Dance Deviation (Antagonistic),BPM Deviation (Antagonistic),Acoustic Deviation (Dionysitic),Dance Deviation (Dionysitic),BPM Deviation (Dionysitic),Acoustic Deviation (Doloristic),Dance Deviation (Doloristic),BPM Deviation (Doloristic),Acoustic Deviation (Stoiostatic),Dance Deviation (Stoiostatic),BPM Deviation (Stoiostatic),Energy Deviation (Antagonistic),Valence Deviation (Antagonistic),Energy Deviation (Dionysitic),Valence Deviation (Dionysitic),Energy Deviation (Doloristic),Valence Deviation (Doloristic),Energy Deviation (Stoiostatic),Valence Deviation (Stoiostatic),Original_Length,Gzip_Length,Bzip2_Length,Most_Compressed_Length,Compression_Ratio,Most_Compressed_Type,Lyric Valence,Lyric Arousal
66,"
Woo!
Uh
Woo!
Na-na-na-na-na, oh (Uh, uh)
Na-na-na-na-na, oh (Uh, uh)
Na-na-na-na-na, oh (Uh, uh)
Na-na-na-na-na

Oh, been trying to let it go
Trying to keep my eyes closed
Trying to keep it just like before
The times we never even thought to speak
Don't wanna tell you what it is
Ooh-wee, it felt so serious
Got me thinking just too much
I wanna set it off, but

It's this one thing that got me trippin'
It's this one thing that got me trippin' (You did)
This one thing, your soul made me feelin'
It's this one thing you did, oh-oh-oh-oh-oh
It's this one thing that caught me slippin'
It's this one thing, I want to admit it (You did)
This one thing and I was so with it
It's this one thing you did, oh-oh-oh-oh-oh

Hey, we don't know each other well
So why I keep picking up my cell?
Memories just keep ringing bells
Oh, oh, oh, oh, oh
Hear voices I don't want to understand
My car keys are jingling in my hand
My high heels are clicking towards your door
Oh, oh, oh, oh, oh

It's this one thing that got me trippin' (Ooh)
It's this one thing that got me trippin' (You did)
This one thing, your soul made me feelin' (Yeah)
It's this one thing you did, oh-oh-oh-oh-oh
It's this one thing that caught me slippin' (Oh-oh)
It's this one thing, I want to admit it (You did) (Oh, oh)
This one thing and I was so with it (Yeah)
It's this one thing you did, oh-oh-oh-oh-oh

And maybe I just can't believe it
It's this one thing you did, oh-oh-oh-oh-oh
I can't deny, tired of trying
Nothing left to do but to keep on seeing you
I'm hoping you can keep a secret
For me, for me, for me
But what you did, yeah
It's this one thing that got me trippin'
It's this one thing that got me trippin' (You did) (Oh, no)
This one thing, your soul made me feelin' (Oh)
It's this one thing you did, oh-oh-oh-oh-oh
It's this one thing that caught me slippin' (Caught me slippin')
It's this one thing, I want to admit it (You did) (No)
This one thing and I was so with it (Hey)
It's this one thing you did, oh-oh-oh-oh-oh

Oh, oh, oh (I can't help it, it's just something)
Oh-oh-oh-oh-oh
Oh, oh, oh (It's just, I don't know)
Oh-oh-oh-oh-oh
Oh, oh, oh (This thing)
Oh-oh-oh-oh-oh
Oh, oh, oh (I don't wanna fight it)
Oh-oh-oh-oh-oh
Na-na-na-na-na, oh
Oh, na-na-na-na-na, oh
Na-na-na-na-na, oh
Na-na-na-na-na, oh (Oh-ooh)
Na-na-na-na-na (Don't know what it is, hey)

It's this one thing that got me trippin'
It's this one thing that got me trippin' (You did)
This one thing, your soul made me feelin'
It's this one thing you did, oh-oh-oh-oh-oh
It's this one thing that caught me slippin' (Oh)
It's this one thing, I want to admit it (You did)
This one thing and I was so with it (Hey, hey)
It's this one thing you did, oh-oh-oh-oh-oh
It's this one thing that got me trippin' (This just one thing you did)
It's this one thing that got me trippin' (You did) (Hey, no)
This one thing, your soul made me feelin'
It's this one thing you did, oh-oh-oh-oh-oh (Uh, oh, oh, oh)
It's this one thing that caught me slippin'
It's this one thing, I want to admit it (You did)
This one thing and I was so with it
It's this one thing you did, oh-oh-oh-oh-oh

Oh-oh-oh-oh-oh
Oh, oh, oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh, oh, oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh",1 Thing,Amerie,Dionysitic,1.36067269394553,2005,130,96,61,-3,87,3:59,11,67,89,1864,6.75,11.91,4.37,-1.64,-2.88,10.86,-19.43,11.55,11.03,-19.31,-2.6,18.13,14.6139088729017,47.8345323741007,20.0106007067138,15.4240282685512,43.5661605206074,51.6182212581345,45.4938271604938,31.6851851851852,3214,727,787,727,0.2261978842563783,1,0.4646464138099607,0.2095603621270832
1340,"We listen to the tales and romanticize
How we'd follow the path of the hero
Boast about the day when the rivers overrun
How we rise to the height of our halo
Listen to the tales as we all rationalize
Our way into the arms of the savior
Feigning all the trials and the tribulations
None of us have actually been there
Not like you

Ignorant siblings at the congregation
Gather around spewing sympathy
Spare me
None of them can even hold a candle up to you
Blinded by choice, these hypocrites won't see
But enough about the collective Judas
Who could deny you were the one who
Illuminated your little piece of the divine?
And this little light of mine, a gift you passed on to me
I'm gonna let it shine to guide you safely on your way
Your way home

Oh, what are they gonna do when the lights go down
Without you to guide them all to Zion?
What are they gonna do when the rivers overrun
Other than tremble incessantly?
High is the way, but all eyes are upon the ground
You were the light and the way they'll only read about
I only pray Heaven knows when to lift you out
Ten thousand days in the fire is long enough
You're going home

You're the only one who can hold your head up high
Shake your fists at the gates, saying
""I have come home now
Fetch me the spirit, the son, and the father
Tell them their pillar of faith has ascended
It's time now, my time now
Give me my, give me my wings""

Give me my
Give me my
Give me my
Give me my
Give me my
Give me my wings
You are the light and way that they will only read about

Set as I am in my ways and my arrogance
Burden of proof tossed upon non-believers
You were my witness, my eyes, my evidence
Judith Marie, unconditional one

Daylight dims leaving cold fluorescence
Difficult to see you in this light
Please forgive this bold suggestion
Should you see your maker's face tonight
Look him in the eye, look him in the eye, and tell him
""I never lived a lie, never took a life, but surely saved one
Hallelujah, it's time for you to bring me home.""","10,000 Days (Wings Pt 2)",TOOL,Antagonistic,1.67443422925249,2006-04-28,123,63,26,-9,4,11:14,1,57,1349,4754,-3.25,-23.09,-2.63,-11.64,-37.88,3.86,-29.43,-23.45,4.03,-29.31,-37.6,11.13,-18.3860911270983,-35.1654676258993,-12.9893992932862,-67.5759717314488,10.5661605206074,-31.3817787418655,12.4938271604938,-51.3148148148148,1995,990,1000,990,0.4962406015037593,1,0.3971202011832931,0.0898301517005596
67,"17 18 19 kodo 
What ya talkin’ about kodo
17 18 19 kodo 
What ya talkin’ about kodo
17 18 19 kodo 
What ya talkin’ about kodo
17 18 19 kodo 
What ya talkin’ about kodo

Do make a promise 
you can’t keep
Promises, trust
you mustn’t break
So before you start
When you break a promise
It’s like breaking a mirror
A person’s heart

Tell me what ya talkin’ about talkin’ about
Kodo 
Tell me what ya talkin’ about talkin’ about
Kodo kodo kodo
Tell me what ya talkin’ about talkin’ about
Kodo kodo kodo
Tell me what ya talkin’ about talkin’ about
Kodo kodo kodo

Me nee mo sai tun
Un bun sen neeh
Avokey bai na me y oo 
Ah mar ne ar no
Ah varkey many way ah
An num see bo
An num see bo
Ah see bi see Di kaw vah 
Di kaw vah 


17 18 19 kodo 
What ya talking’ about kodo
17 18 19 kodo 
What ya talking’ about kodo
17 18 19 kodo 
What ya talking’ about kodo
17 18 19 kodo 
What ya talking’ about kodo

Do make a promise 
you can’t keep
Promises, trust
you mustn’t break
So before you start
When you break a promise
It’s like breaking a mirror
A person’s heart

Talk talk talk talk
That’s all we do
Talk talk talk talk
That’s all we do
Talk talk talk talk
That’s all we do
Talk talk talk talk
That’s all we do

17 18 19 kodo 
What ya talking’ about kodo
Tell me tell me tell me tell me What ya talking’ abou
17 18 19 kodo 
What ya talking’ about kodo
17 18 19 kodo 
What ya talking’ about kodo

Tell me what ya talkin’ about 
Kodo kodo kodo
Tell me what ya talkin’ about talkin’ about
Kodo kodo kodo
Tell me what ya talkin’ about talkin’ about
Kodo kodo kodo
Tell me what ya talkin’ about talkin’ about
Kodo kodo kodo

talkin’ about talkin’ about talkin’ about talkin’ about hey
Oh
talkin’ about talkin’ about talkin’ about talkin’ about hey


Every time you talk
Talk all this time
Every time you talk
Talk all this time
Every time you talk
Talk all this time
Every time",17 18 19,Ibibio Sound Machine,Dionysitic,1.19687533585249,2022-03-25,123,76,81,-5,94,3:08,7,36,90,1621,2.75,31.91,-2.63,-5.64,17.12,3.86,-23.43,31.55,4.03,-23.31,17.4,11.13,-5.38609112709833,54.8345323741007,0.0106007067137738,22.4240282685512,23.5661605206074,58.6182212581345,25.4938271604938,38.6851851851852,1954,370,475,370,0.1893551688843398,1,0.4566509703080901,0.0986904853583449
68,"Shakedown 1979
Cool kids never have the time
On a live wire right up off the street
You and I should meet

Junebug skippin' like a stone
With the headlights pointed at the dawn
We were sure we'd never see an end to it all

And I don't even care
To shake these zipper blues
And we don't know
Just where our bones will rest
To dust I guess
Forgotten and absorbed into the earth
Below

Double-cross the vacant and the bored
They're not sure just what we have in store
Morphine city slippin' dues, down to see

That we don't even care
As restless as we are
We feel the pull
In the land of a thousand guilts
And poured cement
Lamented and assured
To the lights and towns below
Faster than the speed of sound
Faster than we thought we'd go
Beneath the sound of hope

Justine never knew the rules
Hung down with the freaks and ghouls
No apologies ever need be made
I know you better than you fake it, to see

That we don't even care
To shake these zipper blues
And we don't know
Just where our bones will rest
To dust I guess
Forgotten and absorbed into the earth
Below

The street heats the urgency of now
As you see there's no one around",1979,The Smashing Pumpkins,Dionysitic,1.39514997879084,1995,127,79,77,-10,96,4:26,2,80,238,9897,-2.25,27.91,1.37,-10.64,13.12,7.86,-28.43,27.55,8.03,-28.31,13.4,15.13,-2.38609112709833,56.8345323741007,3.01060070671377,24.4240282685512,26.5661605206074,60.6182212581345,28.4938271604938,40.6851851851852,1132,565,601,565,0.4991166077738516,1,0.3204239467320509,0.0889513768530212
69,"You're the kind of person
You meet at certain dismal dull affairs
Centre of a crowd, talking much too loud
Running up and down the stairs
Well, it seems to me that you have seen
Too much in too few years
And though you try, you just can't hide
Your eyes are edged with tears

You better stop, look around
Here it comes, here it comes
Here it comes, here it comes
Here comes your 19th nervous breakdown

When you were a child, you were treated kind
But you were never brought up right
You were always spoiled with a thousand toys
But still you cried all night
Your mother who neglected you
Owes a million dollars tax
And your father's still perfecting ways
Of making sealing wax

You better stop, look around
Here it comes, here it comes
Here it comes, here it comes
Here comes your 19th nervous breakdown

Oh, who's to blame?
That girl's just insane
Well, nothing I do don't seem to work
It only seems to make matters worse
Oh, please

You were still in school when you had that fool
Who really messed your mind
And after that, you turned your back
On treating people kind
On our first trip, I tried so hard
To rearrange your mind
But after a while, I realized
You were disarranging mine

You better stop, look around
Here it comes, here it comes
Here it comes, here it comes
Here comes your 19th nervous breakdown
Oh, who's to blame?
That girl's just insane
Well, nothing I do don't seem to work
It only seems to make matters worse
Oh, please

When you were a child, you were treated kind
But you were never brought up right
You were always spoiled with a thousand toys
But still you cried all night
Your mother who neglected you
Owes a million dollars tax
And your father's still perfecting ways
Of making sealing wax

You better stop, look around
Here it comes

Here comes your 19th nervous breakdown
Here comes your 19th nervous breakdown
Here comes your 19th nervous breakdown
Here comes your 19th nervous breakdown
Here comes your 19th nervous breakdown
Here comes your 19th nervous breakdown…",19th Nervous Breakdown,The Rolling Stones,Dionysitic,1.60316158425882,1971-12-20,96,84,48,-7,80,3:56,1,44,113,3505,-3.25,-1.09,-29.63,-11.64,-15.88,-23.14,-29.43,-1.45,-22.97,-29.31,-15.6,-15.87,2.61390887290168,40.8345323741007,8.01060070671377,8.42402826855124,31.5661605206074,44.6182212581345,33.4938271604938,24.6851851851852,2001,615,758,615,0.3073463268365817,1,0.1775829251762807,0.1081862631699186
70,"
Candle light and soul forever
A dream of you and me together
Say you believe it, say you believe it
Free your mind of doubt and danger
Be for real, don't be a stranger
We can achieve it, we can achieve it

Come a little bit closer, baby
Get it on, get it on
'Cause tonight is the night, when two become one

I need some love like I never needed love before
Wanna make love to ya, baby
I had a little love, now I'm back for more
Wanna make love to ya, baby
Set your spirit free, it's the only way to be

Silly games that you were playing
Empty words we both were saying
Let's work it out, boy, let's work it out, boy
Any deal that we endeavour
Boys and girls feel good together
Take it or leave it, take it or leave it

Are you as good as I remember, baby?
Get it on, get it on
'Cause tonight is the night, when two become one

I need some love like I never needed love before
Wanna make love to ya, baby
I had a little love, now I'm back for more
Wanna make love to ya, baby
Set your spirit free, it's the only way to be

Be a little bit wiser, baby
Put it on, put it on
'Cause tonight is the night, when two become one

I need some love like I never needed love before
Wanna make love to ya, baby
I had a little love, now I'm back for more
Wanna make love to ya, baby
I need some love like I never needed love before
Wanna make love to ya, baby
I had a little love, now I'm back for more
Wanna make love to ya, baby
Set your spirit free, it's the only way to be
It's the only way to be
It's the only way to be",2 Become 1,Spice Girls,Dionysitic,1.65490170474569,1996-01-01,144,67,65,-8,70,4:01,33,69,10,7555,28.75,15.91,18.37,20.36,1.12,24.86,2.57,15.55,25.03,2.69,1.4,32.13,-14.3860911270983,30.8345323741007,-8.98939929328623,-1.57597173144876,14.5661605206074,34.6182212581345,16.4938271604938,14.6851851851852,1511,439,549,439,0.2905360688285903,1,0.6683841433253844,0.0948632577044184
351,"Yeah, I'ma gonna make you, shake you, take you
I'ma gonna be the one who breaks you
Put the screws into you, yeah, my way
Yeah, come on and come on, come and make my day
Make my day

Yeah, got some hell to pay, I steal your thunder
The joy of violent movement pulls you under
Ooh, bite the bullet, well hard
Yeah, but I die harder, so go too far, too far

(Friction, fusion, retribution)
(Friction, fusion)
I can't hear you, talk to me
(Retribution)
I can't hear you, so talk to me
(Friction, fusion)
I can't hear you, are you talking to me?
(Retribution)
I can't hear you, are you talking to me?
Can't hear you, time to meet my Lord
I can't hear you, talk to two by four, hey

Yeah, I'ma going to make you, shake you, take you
I'ma going to be that one who breaks you
Put the screws into you, my way
Hey, come on, come on, come and make my day
Make my day

(Friction, fusion, retribution)
(Friction, fusion)
Hehe, I can't hear you, talk to me
(Retribution)
I can't hear you, come talk to me
(Friction, fusion)
I can't hear you, are you talking to me?
(Retribution)
Ooh, I can't hear you, are you talking to me?
I can't hear you, time to meet my Lord
I can't hear you, talk to two by four, hey, hey

Yeah, talk to two by four
It don't take no more
Come on, yeah
Come on, oh
Come on, come on, oh
Talk to two by four
Talk to two by four

(Friction, fusion, retribution)
(Friction, fusion)
I'm gonna make you talk to me
(Retribution)
I'm gonna take you, ooh, so talk to me
(Friction, fusion)
Hey, I can't hear you, you talking to me?
(Retribution)
I can't hear you, you talking to me?
I can't hear you, time to meet my Lord
I can't hear you, talk to, talk to two by four
She don't take no more oh yeah ",2 X 4,Metallica,Antagonistic,1.32950087401644,1996-01-01,115,91,51,-4,67,5:28,0,48,84,9472,-4.25,1.91,-10.63,-12.64,-12.88,-4.14,-30.43,1.55,-3.97,-30.31,-12.6,3.13,9.61390887290168,27.8345323741007,15.0106007067138,-4.57597173144876,38.5661605206074,31.6182212581345,40.4938271604938,11.6851851851852,1699,451,518,451,0.2654502648616833,1,0.3867530770294168,0.3049684932006881
1104,"
Threw you the obvious
And you flew with it on your back
A name in your recollection
Down, among a million same

Difficult not to feel a little bit
Disappointed and passed over
When I look right through
To see you naked, but oblivious
And you don't see me

But I threw you the obvious
Just to see if there's more behind
The eyes of a fallen angel
Eyes of a tragedy

Here, I am, expecting just a little bit
Too much from the wounded
But I see, see through it all
See through, see you

'Cause I threw you the obvious
To see what occurs behind
The eyes of a fallen angel
Eyes of a tragedy, oh well

Oh well, apparently nothing
Apparently nothing, at all

You don't, you don't, you don't see me
You don't, you don't, you don't see me
You don't, you don't, you don't see me
You don't, you don't, you don't see me
You don't see me
You don't, you don't, you don't see me, at all",3 Libras,A Perfect Circle,Doloristic,1.4949325410325,2000-01-01,144,74,52,-8,21,3:40,0,63,679,8591,-4.25,2.91,18.37,-12.64,-11.88,24.86,-30.43,2.55,25.03,-30.31,-11.6,32.13,-7.38609112709833,-18.1654676258993,-1.98939929328623,-50.5759717314488,21.5661605206074,-14.3817787418655,23.4938271604938,-34.3148148148148,871,372,428,372,0.4270952927669345,1,0.3311856829601005,0.0977033551653926
2,"Down the chimney, he will come
With his great big smile
And you'll find that even the kiddies
Are swingin' in the latest style

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
Gnignirb atnaS si tahw?

It feels so good, it should cost
Bought a alligator, I ain't talkin' Lacoste
Made me say, ""Ugh, uh""
Like a mix of Master P and Rick Ross, uh-uh
She seem to make me always feel like a boss, uh-uh
She said I'm in the wrong hole, I said I'm lost, uh-uh
She said I'm goin' too fast, I'm exhausted
Now drop to your knees for the offerin'
This the theme song of something wrong
Might need an intervention for this new dimension
That's too new to mention, or fit in a sentence
If I get locked up, I won't finish the sent—

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
Gnignirb atnaS si tahw?

Gettin' loose while I'm rollin' through, see me roll out
Watch you surf, hit the coast, and this feelin', I got
Plenty of ventures for the evenin', we go journey, we off
From the light to guide us home, we in the moment, oh-oh
Such a lost boy, caught up in the darkest I had
What's the cost, boy? Losin' everything that I had
She been on me, boy, 'less you got somethin' to tell
Sittin', waitin' for me slippin', yeah, I'll see you in hell
Tell the cougar get up off me, no, my soul ain't for sale
All the evils in the world, they keepin' on me for real
I really hope the Lord heard me, we all live in sin
Kids See Ghosts off the ropes, Ric Flair on your bitch
Now this the theme song, this the theme song
The put the beams on, get your, get your dream on
But you don't hear me though, drama: we let it go
Watch the guitars roll, but let your friends know

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
Gnignirb atnaS si tahw?
Just do that and then let the music do somethin', and then do that again, that'd be enough for a record
I mean, you only want two and a half minutes if you can get it, you know, three minutes max",4th Dimension,KIDS SEE GHOSTS,Dionysitic,1.79200677959205,2018-06-08,172,54,77,-7,73,2:33,28,71,49,5456,23.75,27.91,46.37,15.36,13.12,52.86,-2.43,27.55,53.03,-2.31,13.4,60.13,-27.3860911270983,33.8345323741007,-21.9893992932862,1.42402826855124,1.56616052060738,37.6182212581345,3.49382716049383,17.6851851851852,1910,957,996,957,0.5010471204188481,1,0.4598782250968665,0.1006655563193333
71,"If you think you can, well, come on man
I was a Green Beret in Vietnam
I said, no more of your fairy stories
'Cause I got my other worries

53rd and 3rd, standing on the street
53rd and 3rd, I'm trying to turn a trick
53rd and 3rd, you're the one they never pick
53rd and 3rd, don't it make you feel sick?

If you think you can, well, come on man
I was a Green Beret in Vietnam
I said, no more of your fairy stories
'Cause I got my other worries

53rd and 3rd, standing on the street
53rd and 3rd, I'm trying to turn a trick
53rd and 3rd, you're the one they never pick
53rd and 3rd, don't it make you feel sick?

Then I took out my razor blade
Then I did what God forbade
Now the cops are after me
But I proved that I'm no sissy
53rd and 3rd, standing on the street
53rd and 3rd, I'm trying to turn a trick
53rd and 3rd, you're the one they never pick
53rd and 3rd, don't it make you feel sick?

53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd
53rd and 3rd",53rd & 3rd,Ramones,Dionysitic,1.45775756301868,1976-04-23,135,88,40,-1,86,2:21,0,39,17,3732,-4.25,-9.09,9.37000000000001,-12.64,-23.88,15.86,-30.43,-9.45000000000001,16.03,-30.31,-23.6,23.13,6.61390887290168,46.8345323741007,12.0106007067138,14.4240282685512,35.5661605206074,50.6182212581345,37.4938271604938,30.6851851851852,1039,290,385,290,0.2791145332050048,1,0.2143530727705278,0.2403241875260173
1237,"
Yeah (Go Squad)
Ayy
Look

I wish everyone could tell me exactly what they need from me
The first second they speak to me, I'm not with all the secrecy
Secretly beefin' me behind closed doors
But playin' it peacefully for the streets to see
My nigga, have some decency
Don't move like a puto
Could at least keep it a buck like Antetokounmpo
I made north of the border like Vito Rizzuto
Throwin' parties in Miami, they lovin' us mucho
With the ho ratio, I'm like David Caruso
Thеre's a mad shortage of peoplе givin' me kudos
I been doin' this since T-Pain was pourin' us Nuvo
You tell 'em I run the country, they'll say, ""True, though""
Papi chulo, grippin' culo
And I got the flows niggas steal like boot toes
You boys reachin' new lows
Lettin' me take the rap for that Casper the Ghost shit
While you findin' all of the loopholes
You niggas move too cold
See the watch collection and assume I got time
'Cause of the ruby rose two-tone
Or switch it to the one I call ""R.I.P. Nipsey""
'Cause I swear to God the bezel got sixty of them blue stones
Maybe I'm gettin' too stoned
Calacatta marble for my tombstone
Here lies a nigga that never lied in his new song
Or any of his old songs
They sing them shits like folk songs
Kumbaya, boom-ba-ye
Know the owl stay on me
Bad bitches tryna come through and lay on me
Tryna get the earl grey on me
But I ain't really into talkin' names
Only tee you're getting from me is one for the walk of shame
Heart is on my sleeve and my body is in the hall of fame
High fashion and my life is full of climaxes
And my wishes come true without blowin' eyelashes
Up in 'Bron crib, fishbowl wineglasses
That's how we passin' time
Hundred thousand on the line
At the table prayin' banker shows a natural nine
It never happens half the time
My losing nights are still a vibe
That's the things I accept
You over there in denial, we not neck and neck
It's been a lot of years since we seen you comin' correct
Man, fuck a ""Respectfully,"" I just want my respect
They tried to label me mean, I say what I mean
People that could've stayed on the team
They played in-between
Clouds is hanging over you now, 'cause I'm reigning supreme
Some of these niggas say what they mean, it ain't what it seems
Had to pull my niggas out the mud like I'm trainin' Marines
You niggas hot to them little kids, you ain't famous to me
Told you I'm aimin' straight for the head, not aiming to please
I could give a fuck about who designing your sneakers and tees
Have somebody put you on a Gildan, you play with my seed
Trust me, there's some shit you really gotta come see to believe
That's why your people not believers, they all leavin' ya
That's why you buyin' into the hype that the press feedin' ya
You know the fourth level of jealousy is called media
Isn't that an ironic revelation?
Give that address to your driver, make it your destination
'Stead of just a post out of desperation
This me reachin' the deepest state of my meditation
While you over there tryna impress the nation
Mind's runnin' wild with the speculation
Why the fuck we peacemakin', doin' the explanations
If we just gon' be right back in that bitch without hesitation?
But let me digress on behalf of the association
I'll play it cool with you, then mark a nigga like Copenhagen
See, they gettin' loose with the line like open cages
In the La Ferrari, my emotions racin', dancin' out a condo, ocean bathin'
Niggas textin' ""Bro,"" but we are not of no close relation
I was down to give these niggas credit, but hold the payment
Somehow I'm the greatest in the game, to my own amazement
The greatest in the world, there's no debatin'
You boys 'bout to wheel me to defeat like we rollerbladin'
Far as the Drake era, man, we in the golden ages
Look at the total wages
And look at the heroes fallin' from grace in their older ages
If we talkin' top three, then you been slidin' to third like stolen bases
Toss around Rollies with frozen faces
They used to tell me back in the day, ""Boy, you're going places""
Never understood where I could really take it
Yeah",7am On Bridle Path,Drake,Doloristic,1.9785307118467,2021-09-03,90,53,72,-4,14,4:00,23,65,1311,3227,18.75,22.91,-35.63,10.36,8.12,-29.14,-7.43,22.55,-28.97,-7.31,8.4,-21.87,-28.3860911270983,-25.1654676258993,-22.9893992932862,-57.5759717314488,0.566160520607376,-21.3817787418655,2.49382716049383,-41.3148148148148,4029,2078,1999,1999,0.4961528915363614,0,0.4640310391241523,0.0925059430681289
811,"Keep, keep
Keep, keep, keep it calm
Keep, keep calm
Keep, keep it, keep it calm
Keep, keep calm
Keep, keep, keep calm
Fuck, here we go again

Heat lightning flash, but don't blink
Misleading, tranquility ruse
You're gonna happen again
That's what I think
Follow the evidence
Look it dead in the eye, you are darkness
Trying to lull us in, before the havoc begins
Into a dubious state of serenity
Acting all surprised when you're caught in the lie
We know better
It's not unlike you
It's not unlike you
We know your nature

Blame it all on the bastards when you're blowing out
Shame on you, shame on you now
No amount of wind could begin to cover up
Your petulant stench and demeanor
Calm as cookies and cream, so it seems
We're not buying your dubious state of serenity
Acting all surprised when you're caught in the lie
We know better
It's not unlike you
It's not unlike you
We know your nature

Calm before the torrent comes
Calm before the torrent comes
Calm before the torrent comes
Calm before the tempest comes to reign all over

Disputing intentions invites devastation
A tempest must be true to its nature
A tempest must be just that
A tempest must be just that
A tempest must be just that
A tempest must be just that
A tempest must be just that
A tempest must be just that
A tempest must be just that
A tempest must be just that

Control your delusion
Insane and striking at random
Victim of your certainty
And therefore, your doubt's not an option
Blameless, the tempest will be just that
So try as you may, feeble, your attempt to atone
Your words to erase all the damage cannot
A tempest must be just that
A tempest must be just that
A tempest must be just that
A tempest must be just that",7empest,TOOL,Antagonistic,1.60026287571502,2019-08-30,145,80,32,-7,38,15:44,0,58,501,4441,-4.25,-17.09,19.37,-12.64,-31.88,25.86,-30.43,-17.45,26.03,-30.31,-31.6,33.13,-1.38609112709833,-1.16546762589928,4.01060070671377,-33.5759717314488,27.5661605206074,2.61822125813449,29.4938271604938,-17.3148148148148,1709,639,721,639,0.3739028671737858,1,0.3077771468844058,0.1034494793434438
54,"Hast du etwas Zeit für mich?
Dann singe ich ein Lied für dich
Von 99 Luftballons
Auf ihrem Weg zum Horizont
Denkst du vielleicht grad an mich?
Dann singe ich ein Lied für dich
Von 99 Luftballons
Und, dass sowas von sowas kommt


99 Luftballons
Auf ihrem Weg zum Horizont
Hielt man für Ufos aus dem All
Darum schickte ein General
'ne Fliegerstaffel hinterher
Alarm zu geben, wenn's so wär
Dabei war'n dort am Horizont
Nur 99 Luftballons

99 Düsenflieger
Jeder war ein großer Krieger
Hielten sich für Captain Kirk
Es gab ein großes Feuerwerk
Die Nachbarn haben nichts gerafft
Und fühlten sich gleich angemacht
Dabei schoss man am Horizont
Auf 99 Luftballons


99 Kriegsminister
Streichholz und Benzinkanister
Hielten sich für schlaue Leute
Witterten schon fette Beute
Riefen, „Krieg!“, und wollten Macht
Mann, wer hätte das gedacht?
Dass es einmal so weit kommt
Wegen 99 Luftballons

Wegen 99 Luftballons
99 Luftballons

99 Jahre Krieg
Ließen keinen Platz für Sieger
Kriegsminister gibt's nicht mehr
Und auch keine Düsenflieger
Heute zieh' ich meine Runden
Seh' die Welt in Trümmern liegen
Hab' 'n Luftballon gefunden
Denk' an dich und lass' ihn fliegen",99 Luftballons,Nena,Stoiostatic,1.42869973915275,1983-09-23,95,56,57,-7,50,3:52,10,77,70,5773,5.75,7.91,-30.63,-2.64,-6.88,-24.14,-20.43,7.55,-23.97,-20.31,-6.6,-16.87,-25.3860911270983,10.8345323741007,-19.9893992932862,-21.5759717314488,3.56616052060738,14.6182212581345,5.49382716049383,-5.31481481481482,1171,605,645,605,0.5166524338172502,1,0.5253364862672593,0.1103971173705762
